AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-0.009422209311978371,0.18727849149622247,-0.1007487525667132,-0.00843758047570215,0.15135713697669342,-0.022180578243166556,-0.007068774322389941,-0.34984890362319987,-0.3416718084823387,-0.16283150487327383,-0.15168290212810598,0.0505757220683147,-0.15377266476371412,-0.011594149906225133
-0.25007316309389854,-0.13898896154020887,-0.027902898402228246,-0.00887654886024764,-0.11547731986154172,-0.010577634213992226,-0.012152630325115025,-0.268309474683254,-0.08249506787624994,-0.18779648951148403,0.08399279775804472,-0.19713651522080528,0.022170879965660223,-0.012218169275636136
-0.17535492341159642,-0.5524449212073045,-0.1982720296403122,-0.0099311018153084,-0.0031548072294284185,-0.006497948569575116,-0.008165254163895526,0.4340125597410343,0.05322979907068505,0.09796775212402092,0.4453213415366564,0.0628889034540362,0.21332310398519352,-0.011827967382841384
0.056886185211271166,-0.030162431366157073,0.31283536407391815,-0.009579584163621481,0.39024794433080745,-0.006968916777401362,-0.003279697706974628,-0.2845536577923651,-0.5144563022197458,-0.237484080296288,0.22527562954933283,-0.023786236104244293,0.11387026980342052,-0.008402693179943594
-0.07589233162673684,0.06763294955048658,0.20344794137092656,-0.01195447171282305,-0.25601743932559057,-0.009479727807436165,-0.012951660847914284,-0.023372674469054902,-0.1566143214571942,-0.15047020179997694,-1.1890850401184239,-0.3951131571087873,-0.21490559132221645,-0.010037897220954604
1.6078557058890863,0.5899154393916339,0.7874011892496203,-0.006678277497015536,0.20751839329272517,-0.008693761382687239,-0.007068774322389941,0.40152419352278323,0.4481314066237088,1.0054328247985946,1.9071849156027945,1.1896657177116385,2.0177881703537217,0.010518302882340617
-0.29147547772303756,-0.7700979815554081,-0.12518889256325583,-0.01195447171282305,-0.705581447201908,-0.010262635997069548,-0.007566467300094563,0.2709337018611137,0.18895466601759814,0.14789772140044133,-0.1360529142292789,-0.06096721519052379,-0.2530763942465607,-0.01136185072491162
-0.9383866438034634,-0.3566420218883028,-1.0622191143726745,-0.012570056283338165,0.13738531223464534,-0.009635697798339733,-0.003977634343677638,-0.8234783209424291,-0.3046121816918666,-0.5108870188584961,-0.8118200380900489,-0.6305122130121857,-0.7118715528332422,-0.02047162254112935
-0.1090465288883616,0.1111211341229567,-0.34420102088185356,-0.012041922445681778,-0.14369492669350217,-0.004929073955192808,-0.012152630325115025,0.4340125597410343,0.21374129952033286,0.09796775212402092,0.14681921970428918,-0.18482333383508376,-0.0007912436685114644,-0.011673101261965753
-0.034328289206074176,-0.13898896154020887,0.33727550407046075,-0.006414210578187343,0.09519588066063678,-0.009791667789243301,-0.012652267416013848,0.02567838825263986,0.09028942586115718,0.060883842904152295,-0.9377793523334739,0.1000698825403157,0.08330380652417613,-0.011049081892554888
-0.02608017183854522,-0.1608391225693011,-0.064207184028185,-0.009843651082449674,0.10916770540268488,-0.01496620160510065,-0.006370837685687018,0.2709337018611137,0.18895466601759814,0.010953873627709852,0.41406136573900226,0.08775670115459419,0.26685169089862315,-0.00949282920728436
-0.2832273603555086,0.02414476497800681,-0.1982720296403122,-0.007732830452076141,0.12313953014470806,-0.0063419785786718265,-0.006969624549487892,0.05848526786519461,-0.11955469466672206,-0.13810889872668006,-0.30890219216915726,-0.6056444153116277,-0.28379196222474506,-0.012139217919895516
1.0935613288551447,0.1437903069237427,0.34937693261244634,-0.008963999593106366,-0.6214765414017551,-0.014498291632389948,-0.013251054279814722,0.3196662511885048,0.3246795329645331,0.40893935688937455,1.2154813334922612,0.6696148803619777,0.8097418996779787,0.002887350690955532
0.2973754112016677,0.8073563622540135,0.38591850115097454,-0.0040410377492377855,0.362030337498847,-0.004929073955192808,-0.007865860731995088,-0.268309474683254,-0.07022207458849063,0.34664808453965723,0.20964564165050575,0.08775670115459419,0.03737955925581919,-0.008246308763765227
0.5710188344536891,0.6768918085365838,0.8239427577881485,-0.006765728229874263,0.5869493201109378,8.948986976097531e-05,-0.005274357844181434,0.6792678733495081,0.2753469128863017,0.40893935688937455,0.9954356215049376,0.6078075385042552,0.36615542038146975,-0.005754786172029562
-0.3328777923521913,-0.5089567366348343,0.045180238674828156,-0.010195168734136595,-0.22807378984151927,-0.013400385225834165,-0.01394704680332353,-0.17020734923983552,-0.25527956161363513,-0.06345632330366587,-0.30890219216915726,-0.44460731758078825,-0.18433912804297206,-0.01229560233607402
-0.3826899521403829,-0.7047596359538361,-0.41728415795891,-0.009315517244793287,0.2636796496087818,-0.005088102181212197,-0.007566467300094563,0.4340125597410343,0.11483541243665389,0.03591885826592005,0.06836280985921762,-0.40766777342362376,-0.0007912436685114644,-0.013540604484290416
-0.16710680604408218,0.3614433672718463,-0.41728415795891,-0.011426337875166665,-0.14369492669350217,-0.01245844881018167,-0.011654937347410401,-0.3173605374049488,-0.1688873147449535,-0.17543518643818715,0.20964564165050575,-0.023786236104244293,0.12147460944850678,-0.012218169275636136
-0.48231427171676616,-0.18247714611267898,-0.05210575548619941,-0.008963999593106366,-0.045344238803436965,-0.010733604204895794,-0.01095700071070739,-0.3336047205140598,-0.37873143527281083,-0.5234907004234314,-0.5445778920553079,-0.3333058152510648,-0.39084913605159083,-0.015409626001917677
-0.24166331793484597,-0.01934341959447296,-0.027902898402228246,-0.011426337875166665,-0.17191253352546262,-0.011516512394528899,-0.013350204052716771,-0.05586104068733494,-0.07022207458849063,-0.051095020230391024,-0.12042292633045179,-0.07328039657624529,0.11387026980342052,-0.0126842859335659
-0.5735287461341115,-0.40013020646078257,-0.36840387796580315,-0.010810753304651552,0.09519588066063678,-0.014810231614197084,-0.0087640410276964,-0.49700209178828414,-0.415791062063283,-0.423873140362185,-0.5445778920553079,-0.19713651522080528,-0.06967761457102653,-0.014630740511631045
0.20616093678432237,-0.041193580623565214,0.008638670136299957,-0.009492133430762753,-0.34039630247363256,-0.014810231614197084,-0.01564231350862999,-0.3173605374049488,-0.1566143214571942,-0.10078261101517295,-0.08885648018186153,0.013394742982035204,-0.2608298385905734,-0.009181578670230226
-0.1588586886765532,-0.22617746817088277,-0.41728415795891,-0.009315517244793287,0.432437375904816,-0.0030482593590036417,-0.006769380890489504,0.1400246968051694,0.37401215304276453,0.8936963401557119,0.2724720635967502,-0.04841259887568729,0.2820603701887957,-0.00964769532815999
0.20616093678432237,0.6877108203082777,0.02097738159085699,-0.009756200349590946,-0.0031548072294284185,-0.00728391499432432,-0.0014852812287660328,0.2053199426360042,0.1396220459393886,0.14789772140044133,0.7597599216188148,0.3352275035145772,0.28981381453279487,-0.00941387785154374
-0.5982730982366836,-0.8787123742437358,-0.429385586500874,-0.014504260727742153,-0.24204561458356735,-0.012770388791988527,-0.011355543915509964,-0.5460531545099789,-0.3293988151946013,-0.18779648951148403,-0.12042292633045179,-0.28381165477908576,0.014417435621647505,-0.012995536470620033
1.3340505548455561,0.50272693276096,1.639246845439997,0.0007961880820242385,1.3595090411414972,0.004010147288158697,0.00010889159044408634,1.5284245825446061,1.2502076150175156,0.9433839309405158,0.41406136573900226,1.276340857269919,0.3203802778120528,-0.003263263580294035
-0.374441834772854,0.3395932062427444,-0.07654589548274203,-0.010284334187247333,-0.1858843582675107,-0.010262635997069548,-0.01394704680332353,-0.6766436461716485,-0.415791062063283,-0.13810889872668006,0.09962278565687181,-0.2094496966065048,0.25149390690953777,-0.0126842859335659
-0.15044884351750062,-0.36746103365999655,0.08172180721335637,-0.011690404793994857,-0.24204561458356735,-0.008693761382687239,-0.007766710959092951,-0.268309474683254,-0.14434132816943487,-0.07581762637696277,-0.19887933617552334,0.001081561596313706,-0.18433912804297206,-0.011205466308733255
0.22265717151938028,0.10030212235127259,0.34937693261244634,-0.00694234441584373,0.20751839329272517,-0.004302135756463271,-0.006969624549487892,0.6955120564586481,0.423344773120996,0.4586269476741785,0.4925177755840738,0.5085777826311382,0.10626593015834782,-0.00809144264288946
-0.4158441494020077,-0.4327993792615686,-0.7943267060609915,-0.01195447171282305,-0.4247751656216497,-0.01010666600616598,-0.013149960393718471,-0.49700209178828414,-0.45285068885375507,-0.0884213079418981,-0.16761936037786915,-0.3084380175505068,-0.054319830581941106,-0.01439844133031753
